,length,motif length,backend,time in s,setup in s,discovery in s,memory in MB,extent,lower_bound,motiflet,elbows,dataset,memory,version,extent @k,extent @k-lower_bound
276,449919,512,SCAMPI (16 GB),1.097445488,1.022003527,0.038702887000000005,8512.21484375,"[1.5728995460000002e-17, 1.5728995460000002e-17, 1.5728995460000002e-17, 6.979154263e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.777e-07,"[None, None, [245556, 258530], [245556, 258530, 249108], [236356, 248267, 238486, 244734], [245556, 258530, 249108, 248258, 236347], [245556, 258530, 249108, 248258, 236347, 238477], [236347, 248258, 238477, 244725, 249108, 258530, 245556], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791], [236345, 248256, 238475, 244723, 249106, 258528, 245554, 241791, 259512]]",[2],swtAttack38,16 GB,SCAMPI (16 GB),0.0,-5.777e-07
277,449919,1024,SCAMPI (16 GB),387.6947617531,127.122206124,235.45793681,16675.66796875,"[0.7460488454, 0.7460488454, 0.7460488454, 0.8544665024, 1.1124659504, 1.4667994947, 1.8925798658, 2.0501850782, 2.2068815705000002, 2.483783692]",0.8405232981,"[None, None, [353836, 401454], [294251, 401671, 412283], [412292, 401685, 294259, 391088], [294043, 401463, 412072, 390868, 353843], [412217, 401607, 294184, 391010, 289861, 151422], [344291, 353860, 401474, 339958, 412081, 390876, 294055], [289715, 390869, 401459, 151279, 294044, 339955, 353844, 412076], [369775, 226379, 437388, 207934, 308841, 313169, 428074, 222019, 326124]]",[3],swtAttack38,16 GB,SCAMPI (16 GB),1.5760024403534405,0.7354791422534405
278,449919,2048,SCAMPI (16 GB),517.4806435108,113.134122279,353.724740969,16675.66796875,"[0.9054740130000001, 0.9054740130000001, 0.9054740130000001, 1.6764203064, 2.0409268369, 2.8509705807, 4.2331283248, 5.3978686143, 6.0698808846, 6.922031001]",1.3092675807,"[None, None, [390546, 401145], [401034, 390435, 353403], [401222, 390623, 293800, 353588], [401205, 390606, 353572, 293784, 289448], [390586, 401184, 353552, 293764, 289429, 411781], [220200, 311349, 306998, 319967, 170930, 166706, 224567], [320080, 311464, 307130, 324466, 171058, 166806, 220314, 224681], [171064, 307155, 320101, 311490, 324480, 224709, 220346, 166834, 121763]]",[4],swtAttack38,16 GB,SCAMPI (16 GB),2.630975294638853,1.3217077139388531
279,449919,4096,SCAMPI (16 GB),598.5180552006,117.814749873,419.398315142,16549.9453125,"[3.2640418197, 3.2640418197, 3.2640418197, 12.1439828836, 15.1210599448, 16.3338215242, 17.3286799305, 20.4593771856, 21.9372385863, 23.2856940032]",2.433924866,"[None, None, [311253, 319873], [47859, 43489, 52208], [56578, 47861, 43473, 52173], [47859, 43489, 52208, 56585, 60924], [56556, 47853, 43470, 52146, 60902, 65224], [43451, 52203, 47854, 65248, 56594, 60934, 82378], [69673, 47879, 43542, 95275, 60970, 56637, 52263, 65333], [52219, 43508, 47871, 56620, 65279, 60953, 82367, 95243, 69658]]",[6],swtAttack38,16 GB,SCAMPI (16 GB),4.825525256715584,2.391600390715584
280,7583000,512,SCAMPI (0.5 GB),24.5306653976,16.310555703,5.813743469,4582.0703125,"[2.7635790015, 2.7635790015, 2.7635790015, 3.4496442445, 5.2429782959, 6.4430915836, 7.0138780733, 8.1032776399, 10.9673758932, 12.5393593582]",0.8262933959000001,"[None, None, [6627437, 6805495], [6627444, 6805495, 7066567], [6627443, 6805495, 7066563, 6810550], [3157576, 2740778, 2714754, 2814517, 6868960], [2814518, 6868986, 2740774, 2714757, 3158521, 3157574], [2707725, 2714774, 3157583, 2740770, 2814500, 6868970, 3158500], [2714776, 6868958, 2740777, 3157575, 3158515, 2814517, 2707754, 6869219], [3158498, 2714742, 2814495, 2740766, 6869039, 3157576, 2707719, 2720372, 6437601]]","[3, 7]",Lab_FD_061014,0.5 GB,SCAMPI (0.5 GB),3.5410957849513194,2.7148023890513193
281,7583000,1024,SCAMPI (0.5 GB),28.7176368237,20.11752113,6.131705059,4582.0703125,"[8.5426704593, 8.5426704593, 8.5426704593, 11.1899319175, 11.9882139851, 13.9565243424, 16.0086217507, 19.0630430854, 21.3079476059, 24.3228569352]",1.0949548837,"[None, None, [2740766, 3158511], [2714742, 2707719, 2740762], [2707714, 2714738, 2740759, 3158492], [3158492, 2740760, 2707714, 2714738, 2814493], [2798735, 2714760, 2740792, 2707751, 3158525, 2814496], [2740806, 3158526, 2814502, 2714770, 2707745, 2798740, 2674629], [6868937, 2740801, 3158552, 2714780, 2707791, 2674626, 2798734, 2814528], [6437625, 3158521, 2740766, 2707740, 2714756, 7080082, 2674588, 2798734, 2558370]]",[4],Lab_FD_061014,0.5 GB,SCAMPI (0.5 GB),4.931820853924036,3.8368659702240357
282,7583000,2048,SCAMPI (0.5 GB),31.5084385872,20.220290691,8.598854412,4582.0703125,"[17.3289782368, 17.3289782368, 17.3289782368, 26.5145060481, 30.1270611483, 33.2714302304, 35.724644638, 39.9744588395, 42.9265161472, 49.2053128974]",1.2342705048,"[None, None, [2814652, 7147733], [2792030, 2817541, 2814948], [2740918, 2716420, 2792004, 2814889], [2716419, 2740905, 2791997, 2814851, 7147943], [2814925, 2817537, 2792017, 7148011, 2740939, 2716464], [2815006, 2817580, 2792079, 7148102, 2716492, 2740970, 2778184], [2758827, 2716499, 2792040, 2814988, 2740977, 2778166, 7148039, 2817576], [2792397, 2778083, 2815283, 2716621, 2818126, 6803008, 2717689, 2741099, 7148393]]",[8],Lab_FD_061014,0.5 GB,SCAMPI (0.5 GB),7.014649877035916,5.780379372235917
283,7583000,4096,SCAMPI (0.5 GB),34.0323171616,20.258542624,10.977813263,4582.0703125,"[29.9918415821, 29.9918415821, 29.9918415821, 55.8936048764, 71.5851084883, 89.4979924922, 102.0162237149, 114.092057796, 126.706200703, 132.5914784819]",1.8754510686,"[None, None, [2791979, 2817513], [2758876, 2817838, 2792819], [2665406, 2791986, 2817518, 2758750], [2965292, 2817511, 2791989, 2665387, 2758740], [2758730, 2791964, 2817561, 2665390, 2965231, 2976308], [2792010, 2817534, 2665446, 2758817, 2965380, 2805893, 2976377], [2817532, 2791980, 2758778, 2665404, 2965279, 2806032, 2976209, 2670070], [2817513, 2791979, 2758753, 2665417, 2965263, 2976329, 2806016, 2670092, 2772397]]",[2],Lab_FD_061014,0.5 GB,SCAMPI (0.5 GB),11.514837318950711,9.63938625035071
284,1875227,512,SCAMPI (0.25 GB),12.0819811821,10.326266302,1.5922034999999999,4591.8828125,"[10.1808337828, 10.1808337828, 10.1808337828, 24.9776977623, 36.7751672952, 36.7751672952, 36.7751672952, 42.2383768496, 42.2383768496, 42.2383768496]",0.0072233809000000005,"[None, None, [1419249, 598650], [1419249, 598650, 518993], [1419249, 598650, 518993, 1509977], [1419249, 598650, 518993, 1509977, 86977], [1419249, 598650, 518993, 1509977, 86977, 1726307], [1419249, 598650, 518993, 1509977, 86977, 1726307, 1584467], [1419249, 598650, 518993, 1509977, 86977, 1726307, 1584467, 1655932], [1419249, 598650, 518993, 1509977, 86977, 1726307, 1584467, 1655932, 104400]]",[6],HAR_Ambient_Sensor_Data,0.25 GB,SCAMPI (0.25 GB),6.499105850007369,6.491882469107368
285,1875227,1024,SCAMPI (0.25 GB),15.3583052158,13.156598388,1.98893536,4592.8828125,"[48.7198574039, 48.7198574039, 48.7198574039, 86.8418976202, 86.8418976202, 137.4530531934, 137.4530531934, 137.4530531934, 179.1017804423, 220.6883660092]",0.0158848897,"[None, None, [1418862, 1634131], [1418862, 1634131, 294725], [1418862, 1634131, 294725, 245793], [1418862, 1634131, 294725, 245793, 1518108], [1418862, 1634131, 294725, 245793, 1518108, 1744085], [1418862, 1634131, 294725, 245793, 1518108, 1744085, 415423], [1418862, 1634131, 294725, 245793, 1518108, 1744085, 415423, 272989], [1418862, 1634131, 294725, 245793, 1518108, 1744085, 415423, 272989, 493591]]",[7],HAR_Ambient_Sensor_Data,0.25 GB,SCAMPI (0.25 GB),14.855583664373473,14.839698774673472
286,1875227,2048,SCAMPI (0.25 GB),17.703492403,12.498873913,4.011210542,4592.8828125,"[239.4244384829, 239.4244384829, 239.4244384829, 372.3480801919, 560.8261544915, 560.8261544915, 1002.0321938404, 1002.0321938404, 1002.0321938404, 1002.0321938404]",0.0694010691,"[None, None, [1418086, 1497513], [1418086, 1497513, 272218], [1418086, 1497513, 272218, 1332410], [1418086, 1497513, 272218, 1332410, 1707877], [1418086, 1497513, 272218, 1332410, 1707877, 1249745], [1418086, 1497513, 272218, 1332410, 1707877, 1249745, 98674], [1418086, 1497513, 272218, 1332410, 1707877, 1249745, 98674, 1842156], [1418086, 1497513, 272218, 1332410, 1707877, 1249745, 98674, 1842156, 1743281]]",[5],HAR_Ambient_Sensor_Data,0.25 GB,SCAMPI (0.25 GB),31.654892099648674,31.585491030548674
287,1875227,4096,SCAMPI (0.25 GB),18.1704113483,14.526395169,2.540519016,4592.8828125,"[2005.7164853285, 2005.7164853285, 2005.7164853285, 2028.5661270376, 2354.9301343517, 2354.9301343517, 3364.7112860702, 4300.5672066349, 4300.5672066349, 4300.5672066349]",0.09347017810000001,"[None, None, [1416536, 1706328], [1416536, 1706328, 1330862], [1416536, 1706328, 1330862, 1692287], [1416536, 1706328, 1330862, 1692287, 1495962], [1416536, 1706328, 1330862, 1692287, 1495962, 1392137], [1416536, 1706328, 1330862, 1692287, 1495962, 1392137, 415051], [1416536, 1706328, 1330862, 1692287, 1495962, 1392137, 415051, 5737], [1416536, 1706328, 1330862, 1692287, 1495962, 1392137, 415051, 5737, 879106]]",[5],HAR_Ambient_Sensor_Data,0.25 GB,SCAMPI (0.25 GB),65.57871001045156,65.48523983235155
288,2102701,512,SCAMPI (0.25 GB),3.3196377754,2.664423689,0.40794839400000005,5582.28515625,"[8.00025e-05, 8.00025e-05, 8.00025e-05, 0.0001460594, 0.0002357628, 0.0002894838, 0.0003971316, 0.00042224490000000004, 0.000469712, 0.0004977045]",0.0074098734,"[None, None, [995371, 1508491], [265281, 1103241, 969321], [265271, 969311, 616571, 1103231], [265175, 616475, 530075, 924515, 177395], [704295, 361695, 969255, 177435, 265215, 1103175], [704255, 361655, 969215, 177395, 265175, 1103135, 530075], [969273, 265233, 177453, 704313, 616533, 361713, 1103193, 1797213], [265173, 616473, 530073, 924513, 177393, 969213, 1103133, 704253, 361653]]",[2],SpainishEnergyDataset,0.25 GB,SCAMPI (0.25 GB),0.022309291786159417,0.014899418386159418
289,2102701,1024,SCAMPI (0.25 GB),4.4811348915,3.640678768,0.554692705,4974.015625,"[0.0005823949000000001, 0.0005823949000000001, 0.0005823949000000001, 0.0008515593, 0.0015124638, 0.0017728659, 0.0021371129, 0.0024588435000000002, 0.0024797545, 0.0028665967]",0.0473120422,"[None, None, [264906, 968946], [703987, 264907, 968947], [184390, 264970, 924310, 969010], [616239, 968979, 264939, 177159, 704019], [881047, 264907, 177127, 1012147, 703987, 968947], [177159, 1012179, 881079, 264939, 616239, 704019, 968979], [184400, 264980, 924320, 969020, 616280, 177200, 881120, 704060], [177200, 1012220, 264980, 881120, 616280, 704060, 184400, 969020, 924320]]",[8],SpainishEnergyDataset,0.25 GB,SCAMPI (0.25 GB),0.053540607953216225,0.006228565753216224
290,2102701,2048,SCAMPI (0.25 GB),9.1522781849,4.892551417,3.518966594,4974.015625,"[0.0027693347000000003, 0.0027693347000000003, 0.0027693347000000003, 0.0053196071, 0.0061532643, 0.0101170203, 0.010952132600000001, 0.013592799000000001, 0.0143123707, 0.0172302644]",0.1143209275,"[None, None, [573864, 791244], [615570, 791190, 835770], [573834, 791214, 835794, 615594], [923427, 968127, 1011327, 264087, 528987], [923400, 968100, 703140, 1011300, 264060, 528960], [264085, 528985, 968125, 923425, 1011325, 747805, 703165], [923419, 968119, 703159, 1011319, 264079, 528979, 1663639, 747799], [528999, 176319, 703179, 264099, 835599, 1011339, 923439, 747819, 968139]]","[4, 8]",SpainishEnergyDataset,0.25 GB,SCAMPI (0.25 GB),0.1312641017186344,0.016943174218634394
291,2102701,4096,SCAMPI (0.25 GB),8.5284025669,4.336621794,3.205111843,4598.2578125,"[0.022275671400000002, 0.022275671400000002, 0.022275671400000002, 0.0313294553, 0.0505489526, 0.056459210600000004, 0.0595179018, 0.0735116422, 0.091063427, 0.1145435999]",0.3066585982,"[None, None, [789727, 834307], [701887, 789727, 834307], [701887, 789727, 834307, 746527], [701887, 789727, 834307, 746527, 966847], [1009922, 701762, 789602, 966722, 834182, 746402], [701887, 1010047, 789727, 834307, 746527, 922147, 966847], [746526, 701886, 614106, 789726, 834306, 966846, 658686, 1010046], [922149, 834309, 701889, 966849, 789729, 746529, 1010049, 614109, 658689]]",[6],SpainishEnergyDataset,0.25 GB,SCAMPI (0.25 GB),0.3384429049337569,0.03178430673375687
292,6375000,512,SCAMPI (2 GB),6.0572757721,5.388679107,0.145276385,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4825795, 4824795], [4825795, 4824795, 4826795], [4825795, 4824795, 4826795, 4827795], [4825795, 4824795, 4826795, 4827795, 4828795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795], [4825795, 4824795, 4826795, 4827795, 4828795, 4830795, 4831795, 4832795, 4833795]]",[2],CinC_Challenge,2 GB,SCAMPI (2 GB),0.0,0.0
293,6375000,1024,SCAMPI (2 GB),8.3126823902,7.66133447,0.136577747,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823591, 4824591], [4823591, 4824591, 4825591], [4823591, 4824591, 4825591, 4826591], [4823591, 4824591, 4825591, 4826591, 4827591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591], [4823591, 4824591, 4825591, 4826591, 4827591, 4828591, 4829591, 4830591, 4831591]]",[2],CinC_Challenge,2 GB,SCAMPI (2 GB),0.0,0.0
294,6375000,2048,SCAMPI (2 GB),8.10415411,7.215264539,0.36019862500000005,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4824632, 4833632], [4824632, 4833632, 4838632], [4824632, 4833632, 4838632, 4827632], [4824632, 4833632, 4838632, 4827632, 4829632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632], [4824632, 4833632, 4838632, 4827632, 4829632, 4831632, 4835632, 4841632, 4843632]]",[2],CinC_Challenge,2 GB,SCAMPI (2 GB),0.0,0.0
295,6375000,4096,SCAMPI (2 GB),8.6033110619,7.368534901,0.7158160020000001,4597.46484375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [4823239, 4826239], [4823239, 4826239, 4829239], [4823239, 4826239, 4829239, 4832239], [4823239, 4826239, 4829239, 4832239, 4835239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239], [4823239, 4826239, 4829239, 4832239, 4835239, 4838239, 4841239, 4844239, 4847239]]",[2],CinC_Challenge,2 GB,SCAMPI (2 GB),0.0,0.0
296,2102701,512,SCAMPI (16 GB),3.3416109085,2.701652861,0.412986734,4598.2578125,"[8.00025e-05, 8.00025e-05, 8.00025e-05, 0.0001460594, 0.0002357628, 0.0002894838, 0.0003971316, 0.00042224490000000004, 0.000469712, 0.0004977045]",0.0074098734,"[None, None, [995371, 1508491], [265281, 1103241, 969321], [265271, 969311, 616571, 1103231], [265175, 616475, 530075, 924515, 177395], [704295, 361695, 969255, 177435, 265215, 1103175], [704255, 361655, 969215, 177395, 265175, 1103135, 530075], [969273, 265233, 177453, 704313, 616533, 361713, 1103193, 1797213], [265173, 616473, 530073, 924513, 177393, 969213, 1103133, 704253, 361653]]",[2],SpainishEnergyDataset,16 GB,SCAMPI (16 GB),0.022309291786159417,0.014899418386159418
297,2102701,1024,SCAMPI (16 GB),4.1927888393,3.448103728,0.504092467,4598.2578125,"[0.0005823949000000001, 0.0005823949000000001, 0.0005823949000000001, 0.0008515593, 0.0015124638, 0.0017728659, 0.0021371129, 0.0024588435000000002, 0.0024797545, 0.0028665967]",0.0473120422,"[None, None, [264906, 968946], [703987, 264907, 968947], [184390, 264970, 924310, 969010], [616239, 968979, 264939, 177159, 704019], [881047, 264907, 177127, 1012147, 703987, 968947], [177159, 1012179, 881079, 264939, 616239, 704019, 968979], [184400, 264980, 924320, 969020, 616280, 177200, 881120, 704060], [177200, 1012220, 264980, 881120, 616280, 704060, 184400, 969020, 924320]]",[8],SpainishEnergyDataset,16 GB,SCAMPI (16 GB),0.053540607953216225,0.006228565753216224
298,2102701,2048,SCAMPI (16 GB),8.4161469936,5.256330527,2.673657592,4598.2578125,"[0.0027693347000000003, 0.0027693347000000003, 0.0027693347000000003, 0.0053196071, 0.0061532643, 0.0101170203, 0.010952132600000001, 0.013592799000000001, 0.014770766400000001, 0.0172921306]",0.1295637178,"[None, None, [573864, 791244], [615570, 791190, 835770], [573834, 791214, 835794, 615594], [923427, 968127, 1011327, 264087, 528987], [923400, 968100, 703140, 1011300, 264060, 528960], [264085, 528985, 968125, 923425, 1011325, 747805, 703165], [264085, 528985, 968125, 923425, 1011325, 747805, 703165, 1663645], [747815, 1011335, 528995, 264095, 923435, 703175, 176315, 968135, 835595]]","[4, 8]",SpainishEnergyDataset,16 GB,SCAMPI (16 GB),0.13149954600682087,0.0019358282068208665
299,2102701,4096,SCAMPI (16 GB),15.5813107491,8.937310406,5.374392963,4598.2578125,"[0.022275671400000002, 0.022275671400000002, 0.022275671400000002, 0.0313014935, 0.0505489526, 0.056418541600000004, 0.0595179018, 0.0735654302, 0.09098011310000001, 0.11451333080000001]",0.3281784998,"[None, None, [789727, 834307], [789728, 834308, 701888], [701887, 789727, 834307, 746527], [1010048, 701888, 789728, 966848, 834308], [789602, 834182, 701762, 1009922, 746402, 966722], [701885, 1010045, 789725, 834305, 746525, 922145, 966845], [789729, 834309, 701889, 614109, 1010049, 746529, 966849, 658689], [789730, 834310, 701890, 614110, 1010050, 746530, 966850, 922150, 658690]]",[6],SpainishEnergyDataset,16 GB,SCAMPI (16 GB),0.3383981838012728,0.010219684001272766
300,180000,512,SCAMPI (0.25 GB),19.2447037697,4.994271229,12.73085977,493.859375,"[16.9484954762, 16.9484954762, 16.9484954762, 24.2592714294, 39.2065019618, 66.4437095133, 85.3892018072, 129.1482889008, 181.3614043839, 266.8262641114]",1.7921100676000001,"[None, None, [145579, 160801], [62996, 83661, 974], [932, 62956, 107048, 83622], [29499, 139620, 165173, 75877, 22544], [29499, 139620, 165173, 75877, 22544, 27499], [139547, 26393, 155606, 33161, 165096, 70129, 166163], [139547, 26393, 155606, 33161, 165096, 70129, 166163, 156543], [9559, 22575, 75907, 139649, 150758, 14965, 114294, 94794, 34705]]","[3, 6]",EOG_one_hour_50_Hz,0.25 GB,SCAMPI (0.25 GB),16.334817541417475,14.542707473817476
301,180000,1024,SCAMPI (0.25 GB),19.1823670864,4.587684818,13.348289529,535.3046875,"[75.0007712772, 75.0007712772, 75.0007712772, 139.5491555227, 315.4713417875, 464.2703017349, 627.3327810904, 637.1790636254, 711.8827789672, 1257.1478678466]",2.6108194668,"[None, None, [62510, 83174], [62613, 83281, 595], [9326, 33028, 160191, 139412], [27419, 22470, 139537, 26387, 94688], [40170, 62476, 57209, 144586, 30569, 23092], [65479, 94267, 21252, 30507, 74668, 83092, 25829], [65479, 94267, 21252, 30507, 74668, 83092, 147610, 25829], [135493, 167794, 11039, 157562, 162152, 85337, 137002, 150822, 94864]]","[3, 7]",EOG_one_hour_50_Hz,0.25 GB,SCAMPI (0.25 GB),35.45628107749881,32.845461610698806
302,180000,2048,SCAMPI (0.25 GB),19.5271241665,4.748039583,13.517330212,539.3046875,"[375.7213720131, 375.7213720131, 375.7213720131, 578.0453248639, 1405.3902213697, 2125.7802732919, 2280.9917899636, 2280.9917899636, 2280.9917899636, 2584.8092085578]",3.6594191515,"[None, None, [157794, 168025], [82103, 68708, 24838], [68593, 138013, 93160, 31631], [157794, 168025, 85566, 111908, 133907], [134718, 156784, 84563, 21875, 167020, 8851], [134718, 156784, 84563, 21875, 167020, 8851, 61094], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796, 150044]]","[3, 8]",EOG_one_hour_50_Hz,0.25 GB,SCAMPI (0.25 GB),50.84101895672234,47.18159980522233
303,180000,4096,SCAMPI (0.25 GB),28.041374445,4.751653831,22.074188159,578.21875,"[1411.1305119416, 1411.1305119416, 1411.1305119416, 2375.2688084631, 4557.1173033174, 5962.7769975952, 6334.3524063852, 6334.3524063852, 7747.3060668887, 7747.3060668887]",5.7639890681,"[None, None, [59514, 80178], [142040, 18630, 23357], [66872, 11988, 6195, 23136], [6420, 23365, 80615, 164574, 59813], [133167, 26338, 4776, 77196, 157336, 79294], [133167, 26338, 4776, 77196, 157336, 79294, 172761], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971, 57787]]","[3, 7]",EOG_one_hour_50_Hz,0.25 GB,SCAMPI (0.25 GB),88.01878246652075,82.25479339842074
304,180000,512,SCAMPI (16 GB),844.5756132603,197.310823575,592.846820104,16917.421875,"[16.8070363087, 16.8070363087, 16.8070363087, 23.6441591173, 32.8750426299, 50.097982988, 60.1282498297, 81.5538646438, 101.9328761108, 111.2621006134]",3.2073386188,"[None, None, [145577, 160799], [83652, 62987, 964], [62924, 901, 83588, 107016], [62924, 901, 83588, 107016, 33099], [165348, 29675, 27675, 139798, 114440, 22721], [22830, 27783, 160681, 139903, 114548, 165456, 33516], [139629, 165180, 29508, 22554, 155689, 166252, 33239, 9537], [33239, 160405, 155687, 26476, 22548, 139629, 9536, 14934, 29504]]",[6],EOG_one_hour_50_Hz,16 GB,SCAMPI (16 GB),10.548085163355479,7.340746544555479
305,180000,1024,SCAMPI (16 GB),792.3754050732,195.57973993,544.102438775,17171.27734375,"[71.7265427046, 71.7265427046, 71.7265427046, 122.3894713877, 207.0832994778, 291.3755107669, 399.8138308097, 523.953954579, 583.1153487555, 770.4695143969]",4.8423830531,"[None, None, [62476, 83141], [62641, 83306, 619], [139034, 155094, 25879, 69620], [62554, 533, 83212, 103308, 40238], [155093, 139034, 25872, 69620, 32647, 158863], [22306, 139383, 32994, 29262, 144926, 21517, 9302], [25998, 9059, 21277, 165777, 139156, 32770, 14461, 129269], [62491, 83151, 40187, 167268, 57222, 25893, 50354, 157031, 166117]]",[8],EOG_one_hour_50_Hz,16 GB,SCAMPI (16 GB),27.75733262395542,22.91494957085542
306,180000,2048,SCAMPI (16 GB),878.9670166969,210.49382699,611.964025433,17678.08984375,"[358.4804652092, 358.4804652092, 358.4804652092, 638.7355140355, 935.6220732036, 1349.5351755447, 1693.081703063, 2280.9917899636, 2280.9917899636, 2584.8092085578]",7.0002901391,"[None, None, [157753, 167985], [63217, 157765, 1196], [157696, 167925, 1130, 63142], [157700, 1133, 167939, 85478, 79655], [157700, 1133, 167939, 85478, 79655, 23754], [134718, 156784, 84563, 21875, 167020, 8851, 61094], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796], [134718, 156784, 84563, 21875, 167020, 8851, 61094, 25796, 150044]]",[8],EOG_one_hour_50_Hz,16 GB,SCAMPI (16 GB),50.84101895672234,43.840728817622335
307,180000,4096,SCAMPI (16 GB),809.7785761356,217.628450532,543.207251986,18744.75390625,"[1409.4634657919, 1409.4634657919, 1409.4634657919, 2155.8889125426, 2968.9859690503, 4837.2153642059, 6334.3524063852, 6334.3524063852, 7744.9612549219, 7747.3060668887]",10.4061279149,"[None, None, [59433, 80097], [23021, 141714, 18305], [141905, 23214, 18492, 6274], [9669, 26599, 66111, 114394, 157604], [133167, 26338, 4776, 77196, 157336, 79294], [133167, 26338, 4776, 77196, 157336, 79294, 172761], [79629, 15520, 173259, 83798, 100892, 125286, 166891, 93965], [133167, 26338, 4776, 77196, 157336, 79294, 172761, 84971, 57787]]","[4, 7]",EOG_one_hour_50_Hz,16 GB,SCAMPI (16 GB),88.01878246652075,77.61265455162075
308,8595817,512,SCAMPI (0.25 GB),6.8566536903,6.090130731,0.197473275,4598.3203125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,"[None, None, [59446, 928198], [59446, 928198, 410800], [59446, 928198, 410800, 536886], [59446, 928198, 410800, 536886, 596919], [59446, 928198, 410800, 536886, 596919, 663201], [59446, 928198, 410800, 536886, 596919, 663201, 693981], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309], [59446, 928198, 410800, 536886, 596919, 663201, 693981, 696309, 725120]]",[2],Bird12-Week3_2018_1_10,0.25 GB,SCAMPI (0.25 GB),0.0,0.0
309,8595817,1024,SCAMPI (0.25 GB),28.2566454411,22.160885947,4.473400432,4598.3203125,"[0.0, 0.0, 0.0, 0.0, 0.0, 27.7148153465, 39.8124232302, 52.4864968582, 61.6466362598, 72.3878500098]",0.639498678,"[None, None, [536910, 586882], [536910, 586882, 696418], [537005, 586977, 696513, 7458145], [398831, 578281, 1249058, 947175, 8456254], [398999, 578446, 971254, 1249222, 8456417, 1293001], [398832, 578282, 1249058, 947175, 8456254, 2281992, 7489478], [7916580, 578214, 398786, 1248999, 5547609, 1292785, 2281921, 5221247], [398827, 578268, 1249047, 2281975, 8456245, 947156, 1292846, 7489471, 7916651]]",[2],Bird12-Week3_2018_1_10,0.25 GB,SCAMPI (0.25 GB),8.508104959966115,7.868606281966115
310,8595817,2048,SCAMPI (0.25 GB),25.8958888054,17.8832457,6.289281571,4598.3203125,"[32.1477580601, 32.1477580601, 32.1477580601, 68.6637101037, 107.5299709546, 162.9442909752, 194.8174344713, 207.0542484297, 246.5416741476, 248.8927249799]",0.9666305921,"[None, None, [398779, 1292795], [7301496, 7132599, 1932448], [578503, 392555, 399058, 971317], [232506, 1884674, 700126, 2201466, 194155], [1427507, 1360629, 8447298, 926595, 1362560, 1882661], [1882825, 232998, 8532841, 926739, 2371672, 7002281, 1360773], [1779761, 398328, 577795, 983306, 932151, 2017542, 988927, 6076986], [1779770, 398329, 577795, 983306, 932151, 2017542, 988927, 6076986, 5547221]]",[7],Bird12-Week3_2018_1_10,0.25 GB,SCAMPI (0.25 GB),15.77633433278783,14.80970374068783
311,8595817,4096,SCAMPI (0.25 GB),30.3394024372,17.618239159,10.995120904,4598.3203125,"[128.7091288008, 128.7091288008, 128.7091288008, 217.7212824967, 260.9880329835, 284.4837128574, 338.1807091168, 356.5677491855, 456.9634708796, 522.6083527775]",1.4473032493,"[None, None, [231480, 699117], [230665, 2199576, 698450], [698428, 192382, 230724, 2199446], [230722, 2199577, 698490, 192403, 629620], [192466, 698523, 629656, 2199546, 230762, 878401], [192466, 698523, 629656, 2199546, 230762, 878401, 1881521], [1040676, 925739, 231880, 699502, 8494342, 630275, 8486587, 1883873], [699221, 925475, 1040437, 629986, 8494101, 1883713, 232005, 878807, 1102416]]",[7],Bird12-Week3_2018_1_10,0.25 GB,SCAMPI (0.25 GB),22.860628879746507,21.413325630446508
