,memory,version,dataset,motif length,metric,value
2165,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,1024,extent@k,4.587360743957248
2166,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,2048,extent@k,11.515270534090808
2167,64 GB,SCAMPI (64 GB),MGHSleepElectromyography,4096,extent@k,19.797847141075717
2168,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,512,extent@k,0.01252440417744493
2169,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,1024,extent@k,0.04855323573151433
2170,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,2048,extent@k,0.20840761838282207
2171,0.5 GB,SCAMPI (0.5 GB),SynchrophasorEventsLarge,4096,extent@k,0.6347663955346092
2172,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,512,extent@k,8.055726524721404
2173,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,1024,extent@k,9.878165801731615
2174,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,2048,extent@k,11.545857811600662
2175,0.25 GB,SCAMPI (0.25 GB),Lab_K_060314,4096,extent@k,16.562560365224332
2176,32 GB,SCAMPI (32 GB),house,512,extent@k,0.023941737614467332
2177,32 GB,SCAMPI (32 GB),house,1024,extent@k,4.871524759159087
2178,32 GB,SCAMPI (32 GB),house,2048,extent@k,0.268064357198043
2179,32 GB,SCAMPI (32 GB),house,4096,extent@k,3.004627597673296
2180,64 GB,SCAMPI (64 GB),swtAttack38,512,extent@k,0.0
2181,64 GB,SCAMPI (64 GB),swtAttack38,1024,extent@k,1.5646801344683838
2182,64 GB,SCAMPI (64 GB),swtAttack38,2048,extent@k,2.6249118089947325
2183,64 GB,SCAMPI (64 GB),swtAttack38,4096,extent@k,4.821636619904075
2184,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,512,extent@k,1.1446901325686354
2185,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,1024,extent@k,2.133429690709305
2186,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,2048,extent@k,4.832756731142175
2187,32 GB,SCAMPI (32 GB),BlackLeggedKittiwake,4096,extent@k,11.732518972705734
2188,16 GB,SCAMPI (16 GB),swtAttack38,512,extent@k,0.0
2189,16 GB,SCAMPI (16 GB),swtAttack38,1024,extent@k,1.5646801344683838
2190,16 GB,SCAMPI (16 GB),swtAttack38,2048,extent@k,2.6249118089947325
2191,16 GB,SCAMPI (16 GB),swtAttack38,4096,extent@k,4.821636619904075
2192,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,512,extent@k,0.012526196549631496
2193,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,1024,extent@k,0.04848449442863151
2194,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,2048,extent@k,0.13372644652423843
2195,8 GB,SCAMPI (8 GB),SynchrophasorEventsLarge,4096,extent@k,0.5986643993089952
2196,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,512,extent@k,3.517724577535882
2197,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,1024,extent@k,4.927565891878058
2198,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,2048,extent@k,7.015202834195174
2199,0.5 GB,SCAMPI (0.5 GB),Lab_FD_061014,4096,extent@k,11.427945863238065
2200,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2201,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2202,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2203,0.25 GB,SCAMPI (0.25 GB),HAR_Ambient_Sensor_Data,4096,extent@k,56.38513424841339
2204,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,512,extent@k,0.022200038288255272
2205,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,1024,extent@k,0.0534216014361232
2206,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,2048,extent@k,0.13132244438785018
2207,0.25 GB,SCAMPI (0.25 GB),SpainishEnergyDataset,4096,extent@k,0.3383981838012728
2208,2 GB,SCAMPI (2 GB),CinC_Challenge,512,extent@k,0.0
2209,2 GB,SCAMPI (2 GB),CinC_Challenge,1024,extent@k,0.0
2210,2 GB,SCAMPI (2 GB),CinC_Challenge,2048,extent@k,0.0
2211,2 GB,SCAMPI (2 GB),CinC_Challenge,4096,extent@k,0.0
2212,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,512,extent@k,0.022200038288255272
2213,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,1024,extent@k,0.0534216014361232
2214,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,2048,extent@k,0.13132244438785018
2215,16 GB,SCAMPI (16 GB),SpainishEnergyDataset,4096,extent@k,0.3383981838012728
2216,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,512,extent@k,0.022200038288255272
2217,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,1024,extent@k,0.0534216014361232
2218,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,2048,extent@k,0.13132244438785018
2219,64 GB,SCAMPI (64 GB),SpainishEnergyDataset,4096,extent@k,0.3383981838012728
2220,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2221,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2222,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2223,64 GB,SCAMPI (64 GB),HAR_Ambient_Sensor_Data,4096,extent@k,34.47552021676105
2224,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,512,extent@k,0.012526196549631496
2225,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,1024,extent@k,0.04848449442863151
2226,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,2048,extent@k,0.20840761838282207
2227,1 GB,SCAMPI (1 GB),SynchrophasorEventsLarge,4096,extent@k,0.5986643993089952
2228,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,512,extent@k,9.568950080358869
2229,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,1024,extent@k,23.49887169753263
2230,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,2048,extent@k,50.84101895672234
2231,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_50_Hz,4096,extent@k,88.01878246652075
2232,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,512,extent@k,9.529402057327626
2233,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,1024,extent@k,22.03196400024519
2234,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,2048,extent@k,48.16535560191059
2235,16 GB,SCAMPI (16 GB),EOG_one_hour_50_Hz,4096,extent@k,88.01878246652075
2236,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,512,extent@k,0.0
2237,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,1024,extent@k,7.27514987190642
2238,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,2048,extent@k,15.273001737340305
2239,0.25 GB,SCAMPI (0.25 GB),Bird12-Week3_2018_1_10,4096,extent@k,23.244830208416236
2240,4 GB,SCAMPI (4 GB),house,512,extent@k,0.02513076998422452
2241,4 GB,SCAMPI (4 GB),house,1024,extent@k,4.871524759159087
2242,4 GB,SCAMPI (4 GB),house,2048,extent@k,0.268064357198043
2243,4 GB,SCAMPI (4 GB),house,4096,extent@k,2.9967824962783
2244,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,512,extent@k,1.1446901325686354
2245,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,1024,extent@k,2.1223182326644605
2246,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,2048,extent@k,4.832756731142175
2247,4 GB,SCAMPI (4 GB),BlackLeggedKittiwake,4096,extent@k,11.732324302477323
2248,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,512,extent@k,0.0
2249,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,1024,extent@k,7.186388460736032
2250,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,2048,extent@k,14.801526362838395
2251,2 GB,SCAMPI (2 GB),Bird12-Week3_2018_1_10,4096,extent@k,22.209620085922225
2252,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,512,extent@k,9.529402057327626
2253,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,1024,extent@k,22.03196400024519
2254,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,2048,extent@k,48.16535560191059
2255,64 GB,SCAMPI (64 GB),EOG_one_hour_50_Hz,4096,extent@k,88.01878246652075
2256,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2257,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2258,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2259,16 GB,SCAMPI (16 GB),HAR_Ambient_Sensor_Data,4096,extent@k,36.1259102570302
2260,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,512,extent@k,0.9898941984878991
2261,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,1024,extent@k,5.668925224299576
2262,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,2048,extent@k,15.82788027920037
2263,0.5 GB,SCAMPI (0.5 GB),Challenge2009TestSetA_101a,4096,extent@k,51.8482654500775
2264,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,512,extent@k,2.3598737565598715
2265,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,1024,extent@k,7.380430266143025
2266,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,2048,extent@k,17.611682862497837
2267,16 GB,SCAMPI (16 GB),EOG_one_hour_400_Hz,4096,extent@k,48.02506197453159
2268,1 GB,SCAMPI (1 GB),WindTurbine,512,extent@k,1.1030641964545853
2269,1 GB,SCAMPI (1 GB),WindTurbine,1024,extent@k,2.0787837008933856
2270,1 GB,SCAMPI (1 GB),WindTurbine,2048,extent@k,6.177818308213669
2271,1 GB,SCAMPI (1 GB),WindTurbine,4096,extent@k,33.22200743753754
2272,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,512,extent@k,1.5215908161526213
2273,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,1024,extent@k,0.05807684133972852
2274,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,2048,extent@k,6.201218503052444
2275,16 GB,SCAMPI (16 GB),Challenge2009Respiration500HZ,4096,extent@k,16.496318091325712
2276,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,512,extent@k,2.4074580526563696
2277,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,1024,extent@k,8.67337786045898
2278,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,2048,extent@k,31.28701384752786
2279,0.25 GB,SCAMPI (0.25 GB),EOG_one_hour_400_Hz,4096,extent@k,77.36113143636214
2280,8 GB,SCAMPI (8 GB),Lab_K_060314,512,extent@k,3.3744262837258723
2281,8 GB,SCAMPI (8 GB),Lab_K_060314,1024,extent@k,6.94549840418958
2282,8 GB,SCAMPI (8 GB),Lab_K_060314,2048,extent@k,11.413924898114583
2283,8 GB,SCAMPI (8 GB),Lab_K_060314,4096,extent@k,16.383661324679537
2284,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,512,extent@k,1.5215908161526213
2285,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,1024,extent@k,0.05807684133972852
2286,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,2048,extent@k,5.862985342852223
2287,64 GB,SCAMPI (64 GB),Challenge2009Respiration500HZ,4096,extent@k,15.812380600709686
2288,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,512,extent@k,2.3598737565598715
2289,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,1024,extent@k,7.380430266143025
2290,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,2048,extent@k,17.611682862497837
2291,64 GB,SCAMPI (64 GB),EOG_one_hour_400_Hz,4096,extent@k,41.02716423594982
2292,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,512,extent@k,4.898979485566356e-05
2293,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,1024,extent@k,0.0017114905784140328
2294,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,2048,extent@k,0.0063251245047034445
2295,32 GB,SCAMPI (32 GB),lorenzAttractorsLONG,4096,extent@k,0.033633834155504784
2296,8 GB,SCAMPI (8 GB),recorddata,512,extent@k,12.088996156505303
2297,8 GB,SCAMPI (8 GB),recorddata,1024,extent@k,17.20195927684402
2298,8 GB,SCAMPI (8 GB),recorddata,2048,extent@k,34.44832806929823
2299,8 GB,SCAMPI (8 GB),recorddata,4096,extent@k,78.97771137290191
2300,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2301,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2302,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2303,1 GB,SCAMPI (1 GB),HAR_Ambient_Sensor_Data,4096,extent@k,46.68379306446617
2304,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,512,extent@k,0.022200038288255272
2305,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,1024,extent@k,0.0534216014361232
2306,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,2048,extent@k,0.13132244438785018
2307,8 GB,SCAMPI (8 GB),SpainishEnergyDataset,4096,extent@k,0.3383981838012728
2308,0.25 GB,SCAMPI (0.25 GB),swtAttack38,512,extent@k,0.0
2309,0.25 GB,SCAMPI (0.25 GB),swtAttack38,1024,extent@k,1.5815384226126155
2310,0.25 GB,SCAMPI (0.25 GB),swtAttack38,2048,extent@k,2.626652906780795
2311,0.25 GB,SCAMPI (0.25 GB),swtAttack38,4096,extent@k,4.81916996195403
2312,2 GB,SCAMPI (2 GB),Lab_FD_061014,512,extent@k,3.3594196112721613
2313,2 GB,SCAMPI (2 GB),Lab_FD_061014,1024,extent@k,4.890158589964133
2314,2 GB,SCAMPI (2 GB),Lab_FD_061014,2048,extent@k,6.945264768509549
2315,2 GB,SCAMPI (2 GB),Lab_FD_061014,4096,extent@k,11.360039809366867
2316,1 GB,SCAMPI (1 GB),Lab_K_060314,512,extent@k,4.311810262534751
2317,1 GB,SCAMPI (1 GB),Lab_K_060314,1024,extent@k,9.741176937942356
2318,1 GB,SCAMPI (1 GB),Lab_K_060314,2048,extent@k,11.41056860744021
2319,1 GB,SCAMPI (1 GB),Lab_K_060314,4096,extent@k,16.420537589025518
2320,8 GB,SCAMPI (8 GB),WindTurbine,512,extent@k,1.1030641964545853
2321,8 GB,SCAMPI (8 GB),WindTurbine,1024,extent@k,2.0787837008933856
2322,8 GB,SCAMPI (8 GB),WindTurbine,2048,extent@k,6.177818308213669
2323,8 GB,SCAMPI (8 GB),WindTurbine,4096,extent@k,33.22200743753754
2324,4 GB,SCAMPI (4 GB),swtAttack7,512,extent@k,0.0017529974329701685
2325,4 GB,SCAMPI (4 GB),swtAttack7,1024,extent@k,1.6131443186832355
2326,4 GB,SCAMPI (4 GB),swtAttack7,2048,extent@k,4.000508193667399
2327,4 GB,SCAMPI (4 GB),swtAttack7,4096,extent@k,15.327886148530071
2328,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,512,extent@k,2.392976061016909
2329,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,1024,extent@k,7.3691246368276335
2330,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,2048,extent@k,20.65327385327566
2331,2 GB,SCAMPI (2 GB),EOG_one_hour_400_Hz,4096,extent@k,69.34156039070436
2332,32 GB,SCAMPI (32 GB),recorddata,512,extent@k,12.95471902899866
2333,32 GB,SCAMPI (32 GB),recorddata,1024,extent@k,25.05307978214455
2334,32 GB,SCAMPI (32 GB),recorddata,2048,extent@k,39.18714032140008
2335,32 GB,SCAMPI (32 GB),recorddata,4096,extent@k,77.89290331723937
2336,0.5 GB,SCAMPI (0.5 GB),house,512,extent@k,0.02513076998422452
2337,0.5 GB,SCAMPI (0.5 GB),house,1024,extent@k,4.871524759159087
2338,0.5 GB,SCAMPI (0.5 GB),house,2048,extent@k,0.2669443702346989
2339,0.5 GB,SCAMPI (0.5 GB),house,4096,extent@k,3.2039618710434117
2340,4 GB,SCAMPI (4 GB),solarwind,512,extent@k,0.7490548255635231
2341,4 GB,SCAMPI (4 GB),solarwind,1024,extent@k,1.8446758330395072
2342,4 GB,SCAMPI (4 GB),solarwind,2048,extent@k,6.40345823188533
2343,4 GB,SCAMPI (4 GB),solarwind,4096,extent@k,33.70289074579805
2344,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,512,extent@k,0.022200038288255272
2345,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,1024,extent@k,0.0534216014361232
2346,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,2048,extent@k,0.13132244438785018
2347,1 GB,SCAMPI (1 GB),SpainishEnergyDataset,4096,extent@k,0.3383981838012728
2348,2 GB,SCAMPI (2 GB),FingerFlexionECoG,512,extent@k,6.133426536610674e-11
2349,2 GB,SCAMPI (2 GB),FingerFlexionECoG,1024,extent@k,6.884870204295793e-10
2350,2 GB,SCAMPI (2 GB),FingerFlexionECoG,2048,extent@k,1.4969894545386751e-09
2351,2 GB,SCAMPI (2 GB),FingerFlexionECoG,4096,extent@k,0.0005514526271584895
2352,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,512,extent@k,0.018796917300451157
2353,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,1024,extent@k,0.026108822263748322
2354,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,2048,extent@k,0.04654808588975491
2355,32 GB,SCAMPI (32 GB),SpainishEnergyDataset5sec,4096,extent@k,0.09875509556473529
2356,1 GB,SCAMPI (1 GB),recorddata,512,extent@k,12.088996156505303
2357,1 GB,SCAMPI (1 GB),recorddata,1024,extent@k,17.20195927684402
2358,1 GB,SCAMPI (1 GB),recorddata,2048,extent@k,34.44832806929823
2359,1 GB,SCAMPI (1 GB),recorddata,4096,extent@k,78.97771137290191
2360,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,512,extent@k,0.07602034596080184
2361,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,1024,extent@k,14.855583664373473
2362,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,2048,extent@k,31.654892099648674
2363,8 GB,SCAMPI (8 GB),HAR_Ambient_Sensor_Data,4096,extent@k,36.1259102570302
2364,4 GB,SCAMPI (4 GB),Challenge2009Respiration500HZ,512,extent@k,1.5215908161526213
2365,4 GB,SCAMPI (4 GB),Challenge2009Respiration500HZ,1024,extent@k,0.05807684133972852
2366,4 GB,SCAMPI (4 GB),Challenge2009Respiration500HZ,2048,extent@k,6.432754204747761
2367,4 GB,SCAMPI (4 GB),Challenge2009Respiration500HZ,4096,extent@k,16.939003653166854
2368,0.25 GB,SCAMPI (0.25 GB),house,512,extent@k,0.02513076998422452
2369,0.25 GB,SCAMPI (0.25 GB),house,1024,extent@k,4.871524759159087
2370,0.25 GB,SCAMPI (0.25 GB),house,2048,extent@k,0.2669443702346989
2371,0.25 GB,SCAMPI (0.25 GB),house,4096,extent@k,3.4481077300455683
2372,16 GB,SCAMPI (16 GB),SpainishEnergyDataset5sec,512,extent@k,0.01884264843380569
2373,16 GB,SCAMPI (16 GB),SpainishEnergyDataset5sec,1024,extent@k,0.026108822263748322
2374,16 GB,SCAMPI (16 GB),SpainishEnergyDataset5sec,2048,extent@k,0.04657167272065714
2375,16 GB,SCAMPI (16 GB),SpainishEnergyDataset5sec,4096,extent@k,0.09875509556473529
2376,4 GB,SCAMPI (4 GB),SpainishEnergyDataset5sec,512,extent@k,0.01884264843380569
2377,4 GB,SCAMPI (4 GB),SpainishEnergyDataset5sec,1024,extent@k,0.026108822263748322
2378,4 GB,SCAMPI (4 GB),SpainishEnergyDataset5sec,2048,extent@k,0.04657167272065714
2379,4 GB,SCAMPI (4 GB),SpainishEnergyDataset5sec,4096,extent@k,0.09875509556473529
2380,4 GB,SCAMPI (4 GB),stator_winding,512,extent@k,0.467400756203924
2381,4 GB,SCAMPI (4 GB),stator_winding,1024,extent@k,0.601676715520885
2382,4 GB,SCAMPI (4 GB),stator_winding,2048,extent@k,0.9513430514803796
2383,4 GB,SCAMPI (4 GB),stator_winding,4096,extent@k,1.4676080512180356
2384,1 GB,SCAMPI (1 GB),CinC_Challenge,512,extent@k,0.0
2385,1 GB,SCAMPI (1 GB),CinC_Challenge,1024,extent@k,0.0
2386,1 GB,SCAMPI (1 GB),CinC_Challenge,2048,extent@k,0.0
2387,1 GB,SCAMPI (1 GB),CinC_Challenge,4096,extent@k,0.0
2388,4 GB,SCAMPI (4 GB),water,512,extent@k,0.0
2389,4 GB,SCAMPI (4 GB),water,1024,extent@k,0.0003333166662499792
2390,4 GB,SCAMPI (4 GB),water,2048,extent@k,4.669159050578594
2391,4 GB,SCAMPI (4 GB),water,4096,extent@k,14.618940635709551
2392,64 GB,SCAMPI (64 GB),SpainishEnergyDataset5sec,512,extent@k,0.01884264843380569
2393,64 GB,SCAMPI (64 GB),SpainishEnergyDataset5sec,1024,extent@k,0.026108822263748322
2394,64 GB,SCAMPI (64 GB),SpainishEnergyDataset5sec,2048,extent@k,0.04657167272065714
2395,64 GB,SCAMPI (64 GB),SpainishEnergyDataset5sec,4096,extent@k,0.09875509556473529
2396,64 GB,SCAMPI (64 GB),recorddata,512,extent@k,12.088996156505303
2397,64 GB,SCAMPI (64 GB),recorddata,1024,extent@k,17.20195927684402
2398,64 GB,SCAMPI (64 GB),recorddata,2048,extent@k,34.44832806929823
2399,64 GB,SCAMPI (64 GB),recorddata,4096,extent@k,78.97771137290191
2400,1 GB,SCAMPI (1 GB),Bird12-Week3_2018_1_10,512,extent@k,0.0
2401,1 GB,SCAMPI (1 GB),Bird12-Week3_2018_1_10,1024,extent@k,7.258798226297519
2402,1 GB,SCAMPI (1 GB),Bird12-Week3_2018_1_10,2048,extent@k,15.24098355081456
2403,1 GB,SCAMPI (1 GB),Bird12-Week3_2018_1_10,4096,extent@k,22.315787154873117
2404,16 GB,SCAMPI (16 GB),recorddata,512,extent@k,12.088996156505303
2405,16 GB,SCAMPI (16 GB),recorddata,1024,extent@k,17.20195927684402
2406,16 GB,SCAMPI (16 GB),recorddata,2048,extent@k,34.44832806929823
2407,16 GB,SCAMPI (16 GB),recorddata,4096,extent@k,78.97771137290191
2408,2 GB,SCAMPI (2 GB),SynchrophasorEventsLarge,512,extent@k,0.012526196549631496
2409,2 GB,SCAMPI (2 GB),SynchrophasorEventsLarge,1024,extent@k,0.04848449442863151
2410,2 GB,SCAMPI (2 GB),SynchrophasorEventsLarge,2048,extent@k,0.20840761838282207
2411,2 GB,SCAMPI (2 GB),SynchrophasorEventsLarge,4096,extent@k,0.5986643993089952
2412,8 GB,SCAMPI (8 GB),CinC_Challenge,512,extent@k,0.0
2413,8 GB,SCAMPI (8 GB),CinC_Challenge,1024,extent@k,0.0
2414,8 GB,SCAMPI (8 GB),CinC_Challenge,2048,extent@k,0.0
2415,8 GB,SCAMPI (8 GB),CinC_Challenge,4096,extent@k,0.0
2416,0.5 GB,SCAMPI (0.5 GB),EOG_one_hour_400_Hz,512,extent@k,2.395926084377396
2417,0.5 GB,SCAMPI (0.5 GB),EOG_one_hour_400_Hz,1024,extent@k,8.125788109968164
2418,0.5 GB,SCAMPI (0.5 GB),EOG_one_hour_400_Hz,2048,extent@k,22.32606620944675
2419,0.5 GB,SCAMPI (0.5 GB),EOG_one_hour_400_Hz,4096,extent@k,78.76290011890814
2420,16 GB,SCAMPI (16 GB),lorenzAttractorsLONG,512,extent@k,7.937253933193772e-05
2421,16 GB,SCAMPI (16 GB),lorenzAttractorsLONG,1024,extent@k,0.0014220407870381214
2422,16 GB,SCAMPI (16 GB),lorenzAttractorsLONG,2048,extent@k,0.011633361509039424
2423,16 GB,SCAMPI (16 GB),lorenzAttractorsLONG,4096,extent@k,0.028326521141855736
2424,64 GB,SCAMPI (64 GB),lorenzAttractorsLONG,512,extent@k,7.937253933193772e-05
2425,64 GB,SCAMPI (64 GB),lorenzAttractorsLONG,1024,extent@k,0.0014220407870381214
2426,64 GB,SCAMPI (64 GB),lorenzAttractorsLONG,2048,extent@k,0.011633361509039424
2427,64 GB,SCAMPI (64 GB),lorenzAttractorsLONG,4096,extent@k,0.028326521141855736
2428,4 GB,SCAMPI (4 GB),swtAttack38,512,extent@k,0.0
2429,4 GB,SCAMPI (4 GB),swtAttack38,1024,extent@k,1.5646801344683838
2430,4 GB,SCAMPI (4 GB),swtAttack38,2048,extent@k,2.6249118089947325
2431,4 GB,SCAMPI (4 GB),swtAttack38,4096,extent@k,4.821636619904075
2432,0.25 GB,SCAMPI (0.25 GB),Challenge2009TestSetA_101a,512,extent@k,0.9898941984878991
2433,0.25 GB,SCAMPI (0.25 GB),Challenge2009TestSetA_101a,1024,extent@k,5.71096943823901
2434,0.25 GB,SCAMPI (0.25 GB),Challenge2009TestSetA_101a,2048,extent@k,15.432174622933088
2435,0.25 GB,SCAMPI (0.25 GB),Challenge2009TestSetA_101a,4096,extent@k,51.8482654500775
2436,0.5 GB,SCAMPI (0.5 GB),swtAttack38,512,extent@k,0.0
2437,0.5 GB,SCAMPI (0.5 GB),swtAttack38,1024,extent@k,1.5928086933778332
2438,0.5 GB,SCAMPI (0.5 GB),swtAttack38,2048,extent@k,2.6259788802273336
2439,0.5 GB,SCAMPI (0.5 GB),swtAttack38,4096,extent@k,4.821636619904075
2440,8 GB,SCAMPI (8 GB),Bird12-Week3_2018_1_10,512,extent@k,0.0
2441,8 GB,SCAMPI (8 GB),Bird12-Week3_2018_1_10,1024,extent@k,7.159316829349013
2442,8 GB,SCAMPI (8 GB),Bird12-Week3_2018_1_10,2048,extent@k,14.65672718442627
2443,8 GB,SCAMPI (8 GB),Bird12-Week3_2018_1_10,4096,extent@k,21.996538172876203
2444,32 GB,SCAMPI (32 GB),Challenge2009Respiration500HZ,512,extent@k,1.5215908161526213
2445,32 GB,SCAMPI (32 GB),Challenge2009Respiration500HZ,1024,extent@k,0.05807684133972852
2446,32 GB,SCAMPI (32 GB),Challenge2009Respiration500HZ,2048,extent@k,5.9400005332659696
2447,32 GB,SCAMPI (32 GB),Challenge2009Respiration500HZ,4096,extent@k,16.096958756886345
2448,32 GB,SCAMPI (32 GB),EOG_one_hour_400_Hz,512,extent@k,2.3620081258750996
2449,32 GB,SCAMPI (32 GB),EOG_one_hour_400_Hz,1024,extent@k,7.451746035272539
2450,32 GB,SCAMPI (32 GB),EOG_one_hour_400_Hz,2048,extent@k,18.644650022843013
2451,32 GB,SCAMPI (32 GB),EOG_one_hour_400_Hz,4096,extent@k,42.128326036325014
2452,4 GB,SCAMPI (4 GB),EOG_one_hour_50_Hz,512,extent@k,9.529402057327626
2453,4 GB,SCAMPI (4 GB),EOG_one_hour_50_Hz,1024,extent@k,22.03196400024519
2454,4 GB,SCAMPI (4 GB),EOG_one_hour_50_Hz,2048,extent@k,48.16535560191059
